Team,Number,Name,First,Last,Position,Ht,Wt,Age,Bday,EXP,College,Salary,Birth City,Birth State,Race,HS,HS City,HS State,Pro Bowler,Champ,# of teams,Heisman
Panthers,65,"Williams, Garry",Garry,Williams,T,75,315,28,8/20/86,6,Kentucky,780000,"Atlanta, GA",Georgia,Black,Seneca,"Louisville, KY",Kentucky,0,NO,1,NO
Falcons,41,"Southward, Dezmen",Dezmen,Southward,S,74,210,23,10/1/90,0,Wisconsin,781250,"Sunrise, FL",Florida,Black,St. Thomas Aquinas,"Fort Lauderdale, FL.",Florida,0,NO,1,NO
Chiefs,87,"Kelce, Travis",Travis,Kelce,TE,78,260,24,10/5/89,0,Cincinnati,781576,"Cleveland Heights, OH",Ohio,White,Cleveland Heights,"Cleveland Heights, OH",Ohio,0,NO,1,NO
Dolphins,77,"Turner, Billy",Billy,Turner,G,76,313,22,10/17/91,0,North Dakota State,786625,"Shoreview, MN",Minnesota,Black,Mounds View,"Arden Hills, MN",Minnesota,0,NO,1,NO
Jaguars,74,"Young, Sam",Sam,Young,T,80,316,27,6/24/87,5,Notre Dame,787500,"Dayton, OH",Ohio,Black,St. Thomas Aquinas,"Fort Lauderdale, FL",Florida,0,NO,3,NO
Redskins,76,"Moses, Morgan",Morgan,Moses,T,78,318,23,3/3/91,0,Virginia,793144,"Richmond, VA",Virginia,Black,Meadowbrook,"North Chesterfield, VA",Virginia,0,NO,1,NO
Panthers,14,"Webb, Joe",Joe,Webb,QB,76,230,27,11/14/86,5,Alabama-Birmingham,795000,"Birmingham, AL",Alabama,Black,Wenonah,"Birmingham, AL",Alabama,0,NO,2,NO
Panthers,20,"Cason, Antoine",Antoine,Cason,CB,73,195,28,7/9/86,7,Arizona,795000,"Long Beach, CA",California,Other,Los Alamitos,"Los Alamitos, CA",California,0,NO,3,NO
Chargers,16,"Ajirotutu, Seyi",Seyi,Ajirotutu,WR,75,215,27,6/12/87,5,Fresno State,795000,"El Dorado Hills, CA",California,Black,Oak Ridge,"El Dorado Hills, CA",California,0,NO,2,NO
Panthers,84,"Dickson, Ed",Ed,Dickson,TE,76,255,27,7/25/87,5,Oregon,795000,"Inglewood, CA",California,Black,Bellflower,"Bellflower, CA",California,0,1,2,NO
Giants,71,"Brown, Charles",Charles,Brown,T,77,300,27,4/10/87,5,USC,795000,"Chino, CA",California,Black,Diamond Ranch,"Pomona, CA",California,0,NO,2,NO
Falcons,28,"Arenas, Javier",Javier,Arenas,CB,69,197,26,10/28/87,5,Alabama,795000,"Tampa, FL",Florida,Black,Thomas Richard Robinson,"Tampa, FL",Florida,0,NO,2,NO
Buccaneers,11,"Murphy, Louis",Louis,Murphy,WR,74,200,27,5/11/87,6,Florida,795000,"St. Petersburg, FL",Florida,Black,Lakewood,"Lakewood, FL",Florida,0,NO,4,NO
Redskins,30,"Biggers, E.J.",E.J.,Biggers,CB,72,185,27,6/13/87,6,Western Michigan,795000,"Miami, FL",Florida,Black,North Miami Beach,"North Miami Beach, FL",Florida,0,NO,2,NO
Bills,92,"Wynn, Jarius",Jarius,Wynn,DE,75,285,28,8/29/86,6,Georgia,795000,"Augusta, GA",Georgia,Black,Lincoln Co.,"Lincolnton, GA",Georgia,0,1,5,NO
Cardinals,20,"Dwyer, Jonathan",Jonathan,Dwyer,RB,71,229,25,7/26/89,5,Georgia Tech,795000,"Woodstock, GA",Georgia,Black,Carlton J. Kell,"Marietta, GA",Georgia,0,NO,2,NO
Vikings,62,"Ducasse, Vladimir",Vladimir,Ducasse,G,77,325,26,10/15/87,5,Massachusetts,795000,"Port-Au-Prince, Haiti",Haiti,Black,Stamford,"Stamford, CT",Connectitcut,0,NO,2,NO
Buccaneers,75,"Cousins, Oniel",Oniel,Cousins,G,76,315,30,6/29/84,7,Texas-El Paso,795000,Jamaica,Jamaica,Black,"Eastside (Fullerton, CA)","Fullerton, CA",California,0,NO,3,NO
Texans,43,"Mack, Elbert",Elbert,Mack,CB,70,175,28,7/14/86,6,Troy,795000,"Wichita, KS",Kansas,Black,Wichita North,"Wichita, KS",Kanasas,0,NO,3,NO
Texans,21,"Lewis, Kendrick",Kendrick,Lewis,S,72,198,26,6/16/88,5,Mississippi,795000,"New Orleans, LA",Louisiana,Black,O. Perry Walker,"New Orleans, LA",Louisiana,0,NO,2,NO
Steelers,85,"Heyward-Bey, Darrius",Darrius,Heyward-Bey,WR,74,219,27,2/26/87,6,Maryland,795000,"Silver Spring, MD",Maryland,Black,McDonogh,"Owing Mills, MD",Maryland,0,NO,3,NO
Saints,53,"Humber, Ramon",Ramon,Humber,LB,71,232,27,8/10/87,6,North Dakota State,795000,"Minneapolis, MN",Minnesota,Black,Park,"Champlin, MN",Minnesota,0,NO,2,NO
Ravens,36,"Miles, Jeromy",Jeromy,Miles,S,74,211,27,7/20/87,5,Massachusetts,795000,"Voorhees, NJ",New Jersey,Black,Winslow Township,"Atco, NJ",New Jersey,0,NO,2,NO
Redskins,16,"McCoy, Colt",Colt,McCoy,QB,74,215,28,9/5/86,5,Texas,795000,"Hobbs, NM",New Mexico,White,Jim Ned,"Tuscola, TX",Texas,0,NO,3,NO
Panthers,69,"Velasco, Fernando",Fernando,Velasco,G,76,310,29,2/22/85,5,Georgia,795000,"Harris, NY",New York,Black,Jefferson County,"Louisville, GA",Georgia,0,NO,3,NO
Chargers,74,"Ohrnberger, Rich",Rich,Ohrnberger,G,74,300,28,2/14/86,6,Penn State,795000,"East Meadow, NY",New York,White,East Meadow,"East Meadow, NY",New York,0,NO,3,NO
Lions,11,"Ogletree, Kevin",Kevin,Ogletree,WR,73,195,27,8/5/87,6,Virginia,795000,"New York, NY",New York,Black,Holy Cross,"New York, NY",New York,0,NO,3,NO
Raiders,98,"Wilson, C.J.",C.J.,Wilson,DE,75,300,24,11/18/89,5,East Carolina,795000,"Bellhaven, NC",North Carolina,Black,"Northside (Pinetown, NC)","Pinetown, NC",North Carolina,0,1,2,NO
Steelers,55,"Moats, Arthur",Arthur,Moats,LB,74,250,26,3/14/88,5,James Madison,795000,"Havelock, NC",North Carolina,Black,Churchland,"Portsmouth, VA",Virginia,0,NO,2,NO
Giants,31,"Bowman, Zack",Zack,Bowman,CB,73,196,29,11/18/84,7,Nebraska,795000,"Charleston, SC",South Carolina,Black,Bartlett,"Anchorage, AK",Alaska,0,NO,3,NO
Jets,24,"Adams, Phillip",Phillip,Adams,CB,71,195,26,7/20/88,5,South Carolina State,795000,"Rock Hill, SC",South Carolina,Black,Rock Hill,"Rock Hill, SC",South Carolina,0,NO,5,NO
Giants,77,"Jerry, John",John,Jerry,G,77,340,28,6/14/86,5,Mississippi,795000,"Memphis, TN",Tennessee,Black,South Panola,"Batesville, MS",Mississippi,0,NO,2,NO
Bears,29,"McCray, Danny",Danny,McCray,S,73,221,26,3/10/88,5,LSU,795000,"Houston, TX",Texas,Black,"Westfield (Houston, TX)","Houston, TX",Texas,0,NO,2,NO
Dolphins,74,"Fox, Jason",Jason,Fox,T,78,310,26,5/2/88,5,Miami (FL),795000,"Fort Worth, TX",Texas,White,North Crowley,"Fort Worth, TX",Texas,0,NO,2,NO
Steelers,25,"McCain, Brice",Brice,McCain,CB,69,187,27,12/10/86,6,Utah,795000,"Dallas, TX",Texas,Black,Terrell,"Terrell, TX",Texas,0,NO,2,NO
Bengals,26,"Mays, Taylor",Taylor,Mays,S,75,225,26,2/7/88,5,USC,795000,"Seattle, WA",Washington,Black,O'dea,"Seattle, WA",Washington,0,NO,2,NO
Bears,64,"de la Puente, Brian",Brian,de la Puente,C,75,306,29,5/13/85,5,California,795001,"Los Angeles, CA",California,White,San Clemente,"San Clemente, CA",California,0,NO,6,NO
Texans,87,"Fiedorowicz, C.J.",C.J.,Fiedorowicz,TE,77,265,22,10/22/91,0,Iowa,798779,"Johnsburg, IL",Illinois,White,Johnsburg,"Johnsburg, IL",Illinois,0,NO,1,NO
Chiefs,20,"Owens, Chris",Chris,Owens,CB,69,180,27,12/1/86,6,San Jose State,800000,"Los Angeles, CA",California,Black,Dorsey,"Los Angeles, CA",California,0,NO,4,NO
Packers,18,"Cobb, Randall",Randall,Cobb,WR,70,192,24,8/22/90,4,Kentucky,802355,"Maryville, TN",Tennessee,Black,Alcoa,"Alcoa, TN",Tennessee,0,NO,1,NO
Panthers,47,"Brockel, Richie",Richie,Brockel,TE,73,255,28,7/24/86,4,Boise State,805000,"Phoenix, AZ",Arizona,White,Greenway,"Phoenix, AZ",Arizona,0,NO,2,NO
Bengals,74,"Newhouse, Marshall",Marshall,Newhouse,T,76,328,26,9/29/88,5,Texas Christian,805000,"Dallas, TX",Texas,Black,Lake Highlands,"Dallas, TX",Texas,0,1,2,NO
Bears,43,"Fiammetta, Tony",Tony,Fiammetta,FB,72,250,28,8/22/86,5,Syracuse,812500,"Kaneohe, HI",Hawaii,Hispanic,Walkersville,"Walkersville, MD",Maryland,0,NO,4,NO
Chiefs,51,"Zombo, Frank",Frank,Zombo,LB,75,254,27,3/5/87,4,Central Michigan,812500,"Sterling Heights, MI",Michigan,White,Adlai E. Stevenson,"Sterling Heights, MI",Michigan,0,1,2,NO
Giants,82,"Randle, Rueben",Rueben,Randle,WR,74,208,23,5/7/91,3,LSU,822983,"Bastrop, LA",Louisiana,Black,Bastrop,"Bastrop, LA",Louisiana,0,NO,1,NO
Titans,32,"Harris, Brandon",Brandon,Harris,CB,70,189,24,1/24/90,4,Miami (FL),824832,"Miami, FL",Florida,Black,"Booker T. Washington (Miami, FL)","Miami, FL",Florida,0,NO,1,NO
Packers,29,"Hayward, Casey",Casey,Hayward,CB,71,192,25,9/9/89,3,Vanderbilt,827478,"Perry, GA",Georgia,Black,Perry,"Perry, GA",Georgia,0,NO,1,NO
Seahawks,49,"Gresham, Clint",Clint,Gresham,LS,75,240,28,8/24/86,5,Texas Christian,827500,"Corpus Christi, TX",Texas,White,Ray,"Corpus Christi, TX",Texas,0,1,2,NO
49ers,23,"James, LaMichael",LaMichael,James,RB,69,195,24,10/22/89,3,Oregon,829725,"New Boston, TX",Texas,Black,Liberty-Eylau,"Texarkana, TX",Texas,0,NO,1,NO
Vikings,54,"Brinkley, Jasper",Jasper,Brinkley,LB,73,252,29,7/12/85,6,South Carolina,830000,"Thomson, GA",Georgia,Black,Thomson,"Thomson, GA",Georgia,0,NO,2,NO
Ravens,72,"Osemele, Kelechi",Kelechi,Osemele,G,77,330,25,6/24/89,3,Iowa State,836468,"Houston, TX",Texas,Black,Langham Creek,"Houston, TX",Texas,0,1,1,NO
Jaguars,23,"Ball, Alan",Alan,Ball,CB,74,197,29,3/29/85,7,Illinois,837500,"Detroit, MI",Michigan,Black,St. Martin de Porres,"Detroit, MI",Michigan,0,NO,3,NO
Browns,57,"Yount, Christian",Christian,Yount,LS,73,250,26,7/8/88,4,UCLA,842000,"San Pedro, CA",California,White,Tesoro,"Las Flores, CA",California,0,NO,2,NO
Seahawks,33,"Michael, Christine",Christine,Michael,RB,70,221,23,11/9/90,2,Texas A&M,843608,"Beaumont, TX",Texas,Black,West Brook,"Beaumont, TX",Texas,0,1,1,NO
Vikings,92,"Johnson, Tom",Tom,Johnson,DT,75,288,30,8/30/84,4,Southern Mississippi,845000,"Moss Point, MS",Mississippi,Black,Moss Point,"Moss Point, MS",Mississippi,0,NO,3,NO
Eagles,75,"Curry, Vinny",Vinny,Curry,DE,75,279,26,6/30/88,3,Marshall,845458,"Neptune Township, NJ",New Jersey,Black,Neptune,"Neptune Township, NJ",New Jersey,0,NO,1,NO
Saints,47,"Drescher, Justin",Justin,Drescher,LS,73,235,26,1/1/88,5,Colorado,846250,"Colorado Spring, CO",Colorado,White,"Carroll (Southlake, TX)","Southlake, TX",Texas,0,NO,2,NO
Ravens,82,"Smith, Torrey",Torrey,Smith,WR,72,205,25,1/26/89,4,Maryland,847308,"Richmond, VA",Virginia,Black,"Stafford (Falmouth, VA)","Falmouth, VA",Virginia,0,1,1,NO
Packers,27,"Lacy, Eddie",Eddie,Lacy,RB,71,230,24,6/2/90,2,Alabama,848103,"Gretna, LA",Louisiana,Black,Dutchtown,"Geismar, LA",Louisiana,1,NO,1,NO
Chargers,88,"Johnson, David",David,Johnson,TE,74,260,27,8/26/87,6,Arkansas State,850000,"Pine Bluff, AR",Arkansas,Black,Pine Bluff,"Pine Bluff, AR",Arkansas,0,NO,2,NO
Falcons,68,"Carimi, Gabe",Gabe,Carimi,T,79,316,26,6/13/88,4,Wisconsin,850000,"Lake Forest, IL",Illinois,White,Gove,"Monoma, WI",Wisconsin,0,NO,3,NO
Falcons,23,"Alford, Robert",Robert,Alford,CB,70,186,25,11/1/88,2,Southeastern Louisiana,850350,"Hammond, LA",Louisiana,Black,Hammond,"Hammond, LA",Louisiana,0,NO,1,NO
Titans,80,"Hagan, Derek",Derek,Hagan,WR,74,210,30,9/21/84,8,Arizona State,855000,"Northridge, CA",California,Black,Palmdale,"Palmdale, CA",California,0,NO,6,NO
Chargers,31,"Marshall, Richard",Richard,Marshall,CB,71,198,29,12/12/84,9,Fresno State,855000,"Los Angeles, CA",California,Black,Locke,"Los Angeles, CA",California,0,NO,4,NO
Bears,14,"Holmes, Santonio",Santonio,Holmes,WR,71,192,30,3/3/84,9,Ohio State,855000,"Belle Glade, FL",Florida,Black,Glades Central,"Belle Glade, FL",Florida,0,1,3,NO
Texans,22,"Brown, Ronnie",Ronnie,Brown,RB,73,223,32,12/12/81,9,Auburn,855000,"Rome, GA",Georgia,Black,Cartersville,"Cartersville, GA",Georgia,0,NO,4,NO
Falcons,15,"Roby, Courtney",Courtney,Roby,WR,72,189,31,1/10/83,8,Indiana,855000,"Indianapolis, IN",Indiana,Black,North Central,"Indianapolis, IN",Indiana,0,1,5,NO
Bears,88,"Rosario, Dante",Dante,Rosario,TE,75,242,29,10/25/84,8,Oregon,855000,"Beaverton, OR",Oregon,Hispanic,Dayton,"Dayton, OR",Oregon,0,NO,6,NO
Texans,27,"Manning, Danieal",Danieal,Manning,S,71,212,32,8/9/82,9,Abilene Christian,855000,"Corsicana, TX",Texas,Black,Corsicana,"Corsicana, TX",Texas,0,NO,3,NO
Titans,44,"Battle, Jackie",Jackie,Battle,RB,74,240,30,10/1/83,7,Houston,855000,"Houston, TX",Texas,Black,Humble,"Humble, TX",Texas,0,NO,4,NO
Colts,44,"Bradshaw, Ahmad",Ahmad,Bradshaw,RB,70,217,28,3/19/86,8,Marshall,855000,"Bluefield, VA",Virginia,Black,Graham,"Bluefield, VA",Virginia,0,2,2,NO
Browns,30,"Leonhard, Jim",Jim,Leonhardt,CB,68,188,31,10/27/82,10,Wisconsin,855000,"Ladysmith, WI",Wisconsin,White,Flambeau,"Tony, WI",Wisconsin,0,NO,6,NO
Patriots,17,"Dobson, Aaron",Aaron,Dobson,WR,75,200,23,7/23/91,2,Marshall,857093,"Dunbar, WV",West Virginia,Black,South Charleston,"South Charleston, WV",West Virgina,0,NO,1,NO
Patriots,34,"Vereen, Shane",Shane,Vereen,RB,70,205,25,5/2/89,4,California,865288,"Valencia, CA",California,Other,"Valencia (Santa Clarita, CA)","Santa Clarita, CA",California,0,NO,1,NO
Dolphins,14,"Landry, Jarvis",Jarvis,Landry,WR,71,202,21,12/28/92,0,Louisiana State,868728,"Convent, LA",Louisiana,Black,Lutcher,"Lutcher, LA",Louisiana,0,NO,1,NO
Patriots,10,"Garoppolo, Jimmy",Jimmy,Garoppolo,QB,74,225,22,11/2/91,0,Eastern Illinois,870975,"Arlington Heights, IL",Illinois,White,Rolling Meadows,"Rolling Meadows, IL",Illinois,0,NO,1,NO
Texans,36,"Swearinger, D.J.",D.J.,Swearinger,S,70,208,23,9/1/91,2,South Carolina,872825,"Greenwood, SC",South Carolina,Black,Greenwood,"Greenwood, SC",South Carolina,0,NO,1,NO
Chiefs,61,"Hudson, Rodney",Rodney,Hudson,C,74,299,25,7/12/89,3,Florida State,876525,"Mobile, AL",Alabama,Black,Rain,"Mobile, AL",Alabama,0,NO,1,NO
Jaguars,80,"Robinson, Allen",Allen,Robinson,WR,75,210,21,8/24/93,0,Penn State,877718,"Detroit, MI",Michigan,Black,St. Mary's Preparatory,"Orchard Lake Village, MI",Michigan,0,NO,1,NO
Broncos,17,"Osweiler, Brock",Brock,Osweiler,QB,80,240,23,11/22/90,3,Arizona State,879170,"Coeur D'Alene, ID",Idaho,White,Flathead,"Kalispell, MT",Montana,0,NO,1,NO
Steelers,76,"Adams, Mike",Mike,Adams,T,79,323,24,3/10/90,3,Ohio State,885913,"Farrell, PA",Pennsylvania,Black,Passaic County Tech,"Wayne, NJ",New Jersey,0,NO,4,NO
Panthers,94,"Ealy, Kony",Kony,Ealy,DE,76,275,22,12/21/91,0,Missouri,886707,"St. Louis, MO",Missouri,Black,New Madrid,"New Madrid, MO",Missouri,0,NO,1,NO
Seahawks,68,"Britt, Justin",Justin,Britt,T,78,325,23,5/29/91,0,Missouri,886733,"Fort Campbell, KY",Kentucky,White,"Lebanon (Lebanon, MO)","Lebanon, MO",Missouri,0,NO,1,NO
Ravens,59,"Brown, Arthur",Arthur,Brown,LB,72,235,24,6/17/90,2,Kansas State,888558,"Wichita, KS",Kansas,Black,"East (Wichita, KS)","Wichita, KS",Kansas,0,NO,1,NO
Colts,75,"Mewhort, Jack",Jack,Mewhort,T,78,308,23,9/30/91,0,Ohio State,893450,"Toledo, OH",Ohio,White,St. John's Jesuit,"Toledo, OH",Ohio,0,NO,1,NO
Falcons,66,"Konz, Peter",Peter,Konz,C,77,317,25,6/9/89,3,Wisconsin,897150,"Oshkosh, WI",Wisconsin,White,Neenah,"Neenah, WI",Wisconsin,0,NO,1,NO
Buccaneers,54,"David, Lavonte",Lavonte,David,LB,73,233,24,1/23/90,3,Nebraska,899183,"Miami, FL",Florida,Black,"Northwestern (Miami, FL)","Miami, FL",Florida,0,NO,1,NO
49ers,89,"McDonald, Vance",Vance,McDonald,TE,76,267,24,6/13/90,2,Rice,899795,"Beaumont, TX",Texas,White,East Chambers,"Winnie, TX",Texas,0,NO,1,NO
Giants,33,"Hillis, Peyton",Peyton,Hillis,RB,74,250,28,1/21/86,7,Arkansas,900000,"Conway, AR",Arkansas,White,"Conway (Conway, AR)","Conway, AR",Arkansas,0,NO,5,NO
Texans,96,"Jamison, Tim",Tim,Jamison,DE,75,287,28,2/26/86,6,Michigan,900000,"Blue Island, IL",Illinois,Black,Thornton Twp.,"Harvey, IL",Illinois,0,NO,1,NO
Chiefs,74,"Linkenbach, Jeffrey",Jeffrey,Linkenbach,G,78,325,27,6/9/87,5,Cincinnati,900000,"Sandusky, OH",Ohio,White,Margaretta,"Castalia, OH",Ohio,0,NO,2,NO
Chargers,53,"Conner, Kavell",Kavell,Conner,LB,72,245,27,2/23/87,5,Clemson,900000,"Richmond, VA",Virginia,Black,Manchester,"Midlothian, VA",Virginia,0,NO,2,NO
Panthers,44,"Jansen, J.J.",J.J.,Jansen,LS,74,240,28,1/20/86,7,Notre Dame,901250,"Phoenix, AZ",Arizona,White,Brophy Prep,"Phoenix, AZ",Arizona,1,NO,2,NO
Packers,61,"Goode, Brett",Brett,Goode,LS,73,255,29,11/2/84,7,Arkansas,905000,"Canadian, TX",Texas,White,"Northside (Fort Smith, AR)","Fort Smith, AR",Arkansas,0,1,2,NO
Dolphins,22,"Taylor, Jamar",Jamar,Taylor,CB,70,200,24,9/29/90,2,Boise State,906605,"San Diego, CA",California,Black,Helix,"La Mesa, CA",California,0,NO,1,NO
Saints,33,"Jean-Baptiste, Stanley",Stanley,Jean-Baptiste,CB,75,218,24,4/12/90,0,Nebraska,909183,"Miami, FL",Florida,Black,"Central (Miami, FL)","Miami, FL",Florida,0,NO,1,NO
Bengals,81,"Smith, Alex",Alex,Smith,TE,76,250,30,5/7/84,10,Stanford,915000,"Bremerton, WA",Washington,White,Helix,"La Mesa, CA",California,0,NO,5,NO
Bengals,99,"Hunt, Margus",Margus,Hunt,DE,80,290,27,7/14/87,2,Southern Methodist,917776,"Karksi-Nuia, Estonia",Estonia,White,N/A,N/A,N/A,0,NO,1,NO
Lions,84,"Broyles, Ryan",Ryan,Broyles,WR,70,195,26,4/9/88,3,Oklahoma,919625,"Oklahoma City, OK",Oklahoma,Black,Norman,"Norman, OK",Oklahoma,0,NO,1,NO
Giants,93,"Patterson, Mike",Mike,Patterson,DT,73,300,31,9/1/83,10,USC,920000,"Sacramento, CA",California,Black,Los Alamitos,"Los Alamitos, CA",California,0,NO,2,NO
Lions,8,"Orlovsky, Dan",Dan,Orlovsky,QB,77,218,31,8/18/83,9,Connecticut,920000,"Bridgeport, CT",Connecticut,White,Shelton,"Shelton, CT",Connecticut,0,NO,4,NO
Titans,29,"Washington, Leon",Leon,Washington,RB,68,192,32,8/29/82,9,Florida State,920000,"Jacksonville, FL",Florida,Black,Andrew Jackson,"Jacksonville, FL",Florida,2,NO,4,NO
Vikings,61,"Berger, Joe",Joe,Berger,G,77,305,32,5/25/82,10,Michigan Tech,920000,"Fremont, MI",Michigan,White,Newaygo,"Newaygo, MI",Michigan,0,NO,4,NO
Titans,60,"Spencer, Chris",Chris,Spencer,G,75,308,32,3/28/82,10,Mississippi,920000,"Madison, MS",Mississippi,Black,"Central (Madison, MS)","Madison, MS",Mississippi,0,NO,3,NO
Saints,98,"Haralson, Parys",Parys,Haralson,LB,72,255,30,1/24/84,9,Tennessee,920000,"Flora, MS",Mississippi,Black,"Madison Central (Madison, MS)","Madison, MS",Mississippi,0,NO,2,NO
Steelers,60,"Warren, Greg",Greg,Warren,LS,75,252,32,10/18/81,10,North Carolina,920000,"Goldsboro, NC",North Carolina,White,Southern Wayne,"Dudley, NC",North Carolina,0,2,1,NO
Saints,7,"McCown, Luke",Luke,McCown,QB,76,217,33,7/12/81,11,Louisiana Tech,920000,"Jacksonville, TX",Texas,White,"Jacksonville (Jacksonville, TX)","Jacksonville, TX",Texas,0,NO,5,NO
Falcons,26,"Wilson, Josh",Josh,Wilson,CB,69,188,29,3/11/85,8,Maryland,920000,"Houston, TX",Texas,Black,Dematha,"Hyattsville, MD",Maryland,0,NO,4,NO
Redskins,54,"Jordan, Akeem",Akeem,Jordan,LB,73,255,29,8/17/85,8,James Madison,920000,"Harrisonburg, VA",Virginia,Black,Harrisonburg,"Harrisonburg, VA",Virginia,0,NO,3,NO
49ers,28,"Hyde, Carlos",Carlos,Hyde,RB,72,230,23,9/20/91,0,Ohio State,920420,"Cincinnati, OH",Ohio,Black,Naples,"Naples, FL",Florida,0,NO,1,NO
Bears,92,"Paea, Stephen",Stephen,Paea,DT,73,300,26,5/11/88,4,Oregon State,921476,"Auckland, New Zealand",New Zealand,Asian/Pacific Islander,Timpview,"Provo, UT",Utah,0,NO,1,NO
Broncos,14,"Latimer, Cody",Cody,Latimer,WR,74,215,21,10/10/92,0,Indiana,927163,"Dayton, OH",Ohio,Black,Jefferson Township,"Dayton, OH",Ohio,0,NO,1,NO
Panthers,42,"Jones, Colin",Colin,Jones,S,72,205,26,10/27/87,4,Texas Christian,927500,"Bridgeport, TX",Texas,Black,Bridgeport,"Bridgeport, TX",Texas,0,NO,2,NO
Broncos,8,"McManus, Brandon",Brandon,McManus,K,75,201,23,7/25/91,1,Temple,930000,"Hatfield, PA",Pennsylvania,White,North Penn,"Hatfield, PA",Pennsylvania,0,NO,1,NO
Bills,54,"Smith, Jacquies",Jacquies,Smith,LB,74,260,24,3/18/90,1,Missouri,930000,"Dallas, TX",Texas,Black,South Oak Cliff,"Dallas, TX",Texas,0,NO,4,NO
Jaguars,24,"Blackmon, Will",Will,Blackmon,CB,72,204,29,10/27/84,8,Boston College,937500,"Providence, RI",Rhode Island,Black,Bishop Hendricken,"Warwick, RI",Rhode Island,0,1,4,NO
Patriots,91,"Collins, Jamie",Jamie,Collins,LB,75,250,24,11/20/89,2,Southern Mississippi,940250,"McCall Creek, MS",Mississippi,Black,Franklin County,"McCall Creek, MS",Mississippi,0,NO,1,NO
Jaguars,30,"Todman, Jordan",Jordan,Todman,RB,70,198,24,2/24/90,2,Connecticut,945000,"Bedford, MA",Massachusetts,Black,Dartmouth,"Dartmouth, MA",Massachusetts,0,NO,3,NO
Seahawks,61,"Jeanpierre, Lemuel",Lemuel,Jeanpierre,G,75,301,27,5/19/87,5,South Carolina,950000,"Marrero, LA",Louisiana,Black,Timber Creek,"Orlando, FL",Florida,0,1,1,NO
Jets,30,"Walls, Darrin",Darrin,Walls,CB,72,190,26,6/20/88,4,Notre Dame,950000,"Pittsburgh, PA",Pennsylvania,Black,Woodland Hills,"Pittsburgh, PA",Pennsylvania,0,NO,2,NO
Cardinals,95,"Kelly, Tommy",Tommy,Kelly,DE,78,310,33,12/27/80,11,Mississippi,955000,"Jackson, MS",Mississippi,Black,Provine,"Jackson, MS",Mississippi,0,NO,3,NO
Titans,20,"Sankey, Bishop",Bishop,Sankey,RB,70,209,22,9/15/92,0,Washington,960862,"Wadsworth, OH",Ohio,Black,Gonzaga Prep School,"Sponkane, WA",Washington,0,NO,1,NO
Redskins,39,"Amerson, David",David,Amerson,CB,73,194,22,12/8/91,2,North Carolina State,962726,"Honolulu, HI",Hawaii,Black,Dudley,"Greensboro, NC",North Carolina,0,NO,1,NO
Buccaneers,91,"Bowers, Da'Quan",Da'Quan,Bowers,DE,76,288,24,2/23/90,4,Clemson,963909,"Bamberg, SC",South Carolina,Black,Bamberg-Ehrhardt,"Bamber, SC",South Carolina,0,NO,1,NO
Titans,55,"Brown, Zach",Zach,Brown,LB,73,248,24,10/23/89,3,North Carolina,964575,"Beaufort, SC",South Carolina,Black,Wilde Lake,"Columbia, MD",Maryland,0,NO,1,NO
Browns,6,"Hoyer, Brian",Brian,Hoyer,QB,74,215,28,10/13/85,6,Michigan State,982500,"Lakewood, OH",Ohio,White,St. Ignatius,"Cleveland, OH",Ohio,0,NO,4,NO
Packers,17,"Adams, Davante",Davante,Adams,WR,73,215,21,12/24/92,0,Fresno State,983351,"Palo Alto, CA",California,Black,Palo Alto,"Palo Alto, CA",California,0,NO,1,NO
Bears,57,"Bostic, Jonathan",Jonathan,Bostic,LB,73,246,23,5/5/91,2,Florida,985200,"Mims, FL",Florida,Black,Palm Beach Central,"Wellington, FL",Florida,0,NO,1,NO
Chargers,38,"Gilchrist, Marcus",Marcus,Gilchrist,S,70,198,25,12/8/88,4,Clemson,988900,"High Point, NC",North Carolina,Black,Andrews,"High Point, NC",North Carolina,0,NO,1,NO
Bengals,46,"Harris, Clark",Clark,Harris,LS,77,245,30,7/10/84,6,Rutgers,990000,"Toms River, NJ",New Jersey,White,Southern Regional,"Manahawkin, NJ",New Jersey,0,NO,4,NO
Redskins,57,"Sundberg, Nick",Nick,Sundberg,LS,72,264,27,7/29/87,5,California,1000000,"Phoenix, AZ",Arizona,White,North Canyon,"Phoenix, AZ",Arizona,0,NO,3,NO
Redskins,55,"Hayward, Adam",Adam,Hayward,LB,73,240,30,6/23/84,8,Portland State,1000000,"Westminster, CA",California,Other,"Marina (Huntington Beach, CA)","Huntington Beach, CA",California,0,NO,2,NO
Cardinals,98,"Rucker, Frostee",Frostee,Rucker,DE,75,280,31,9/14/83,9,USC,1000000,"Tustin, CA",California,Black,Tustin,"Tustin, CA",California,0,NO,3,NO
Redskins,74,"Polumbus, Tyler",Tyler,Polumbus,T,80,308,29,4/10/85,6,Colorado,1000000,"Denver, CO",Colorado,White,Cherry Creek,"Englewood, CO",Colorado,0,NO,4,NO
Jets,78,"Douzable, Leger",Leger,Douzable,DT,76,284,28,5/31/86,7,Central Florida,1000000,"Tampa, FL",Florida,Black,Braulio Alonso,"Hillsborough County, FL",Florida,0,NO,7,NO
Jaguars,55,"Hayes, Geno",Geno,Hayes,LB,73,226,27,8/10/87,7,Florida State,1000000,"Greenville, FL",Florida,Black,"County (Madison, FL)","Madison, FL",Florida,0,NO,3,NO
