Team,Number,Name,First,Last,Position,Ht,Wt,Age,Bday,EXP,College,Salary,Birth City,Birth State,Race,HS,HS City,HS State,Pro Bowler,Champ,# of teams,Heisman
Packers,98,"Guion, Letroy",Letroy,Guion,DT,76,315,27,6/21/87,7,Florida State,1000000,"Starke, FL",Florida,Black,Bradford,"Starke, FL",Florida,0,NO,2,NO
Redskins,31,"Meriweather, Brandon",Brandon,Meriweather,S,71,198,30,1/14/84,8,Miami (FL),1000000,"Apopka, FL",Florida,Black,Apopka,"Apopka, FL",Florida,2,NO,3,NO
Ravens,81,"Daniels, Owen",Owen,Daniels,TE,75,245,31,11/9/82,9,Wisconsin,1000000,"Naperville, IL",Illinois,White,"Central (Naperville, IL)","Naperville, IL",Illinois,2,NO,2,NO
Steelers,89,"Spaeth, Matt",Matt,Spaeth,TE,79,260,30,11/24/83,8,Minnesota,1000000,"St. Michael, MN",Minnesota,White,"St, Michael-Albertville","Albertville, MN",Minnesota,0,1,2,NO
Giants,58,"Herzlich, Mark",Mark,Herzlich,LB,76,246,27,9/1/87,4,Boston College,1000000,"Kirkwood, MO",Missouri,White,Conestoga,"Tredyffrin, PA",Pennsylvania,0,1,1,NO
Giants,45,"Hynoski, Henry",Henry,Hynoski,FB,73,266,25,12/30/88,4,Pittsburgh,1000000,"Mount Carmel, PA",Pennsylvania,Black,Southern Columbia Area,"Catawissa, PA",Pennsylvania,0,1,1,NO
Ravens,46,"Cox, Morgan",Morgan,Cox,LS,76,233,28,4/26/86,5,Tennessee,1000000,"Collierville, TN",Tennessee,White,Evangelical Christian,"Memphis, TN",Tennessee,0,1,1,NO
Vikings,34,"Sendejo, Andrew",Andrew,Sendejo,S,73,200,27,9/9/87,4,Rice,1000000,"San Antonio, TX",Texas,Hispanic,Smithson Valley,"Spring Branch, TX",Texas,0,NO,3,NO
Giants,35,"Demps, Quintin",Quintin,Demps,S,71,208,29,6/29/85,7,Texas-El Paso,1000000,"San Antonio, TX",Texas,Black,Roosevelt,"San Antonio, TX",Texas,0,NO,4,NO
Rams,58,"Dunbar, Jo-Lonn",Jo-Lonn,Dunbar,LB,72,235,29,3/13/85,7,Boston College,1002749,"Syracuse, NY",New York,Black,Corcoran,"Syracuse, NY",New York,0,1,2,NO
49ers,84,"Lloyd, Brandon",Brandon,Lloyd,WR,72,200,33,7/5/81,11,Illinois,1005000,"Kansas City, MO",Missouri,Black,Blue Spring,"Blue Springs, MO",Missouri,1,NO,6,NO
Cardinals,87,"Niklas, Troy",Troy,Niklas,TE,78,270,22,9/18/92,0,Notre Dame,1005825,"Fullerton, CA",California,White,Servite,"Anaheim, CA",California,0,NO,1,NO
Giants,95,"Hankins, Johnathan",Johnathan,Hankins,DT,74,320,22,3/29/92,2,Ohio State,1007672,"Dearborn Heights, MI",Michigan,Black,Southeastern,"Detroit, MI",Michigan,0,NO,1,NO
Jets,71,"Ijalana, Ben",Ben,Ijalana,T,76,322,25,8/6/89,4,Villanova,1011374,"New Brunswick, NJ",New Jersey,Black,Rancocas Valley Regional,"Mount Holly Township, NJ",New Jersey,0,NO,2,NO
Cowboys,97,"McClain, Terrell",Terrell,McClain,DT,74,293,26,7/20/88,4,South Florida,1016667,"Tampa, FL",Florida,Black,Pensacola,"Pensacola, FL",Florida,0,NO,4,NO
Browns,8,"Cundiff, Billy",Billy,Cundiff,K,73,212,34,3/30/80,9,Drake,1020000,"Valley Center, CA",California,White,Harlan Community,"Harlan, IA",Iowa,1,NO,12,NO
Lions,31,"Mathis, Rashean",Rashean,Mathis,CB,73,195,34,8/27/80,12,Bethune-Cookman,1020000,"Jacksonville, FL",Florida,Black,Englewood,"Jacksonville, FL",Florida,1,NO,2,NO
Redskins,89,"Moss, Santana",Santana,Moss,WR,70,193,35,6/1/79,14,Miami (FL),1020000,"Miami, FL",Florida,Black,Carol City,"Miami, FL",Florida,1,NO,2,NO
Redskins,25R,"Clark, Ryan",Ryan,Clark,S,71,205,34,10/12/79,13,LSU,1020000,"Marrero, LA",Louisiana,Black,"Shaw (Marrero, LA)","Marrero, LA",Louisiana,1,1,3,NO
Colts,29,"Adams, Mike",Mike,Adams,S,71,200,33,3/24/81,11,Delaware,1020000,"Paterson, NJ",New Jersey,Black,Passaic County Tech,"Wayne, NJ",New Jersey,0,NO,4,NO
Steelers,20,"Allen, Will",Will,Allen,S,73,200,32,6/17/82,11,Ohio State,1020000,"Dayton, OH",Ohio,Black,Wayne,"Huber Heights, OH",Ohio,3,NO,3,NO
Lions,48,"Muhlbach, Don",Don,Muhlbach,LS,76,260,33,8/17/81,11,Texas A&M,1020000,"Newark, OH",Ohio,White,Lufkin,"Lufkin, TX",Texas,1,NO,2,NO
Saints,51,"Goodwin, Jonathan",Jonathan,Goodwin,C,75,318,35,12/2/78,13,Michigan,1020000,"Columbia, SC",South Carolina,Black,Lower Richland,"Hopkins, SC",South Carolina,1,1,3,NO
Bengals,19,"Tate, Brandon",Brandon,Tate,WR,73,195,26,10/5/87,6,North Carolina,1024000,"Burlington, NC",North Carolina,Black,Cummings,"Burlington, NC",North Carolina,0,NO,2,NO
Chargers,52,"Walker, Reggie",Reggie,Walker,LB,72,244,27,12/15/86,6,Kansas State,1025000,"Fairbanks, AK",Alaska,Black,Grant Union,"Scramento, CA",California,0,NO,2,NO
Panthers,93,"Blackburn, Chase",Chase,Blackburn,LB,75,240,31,6/10/83,10,Akron,1025000,"Bellefontaine, OH",Ohio,White,Marysville,"Marysville, OH",Ohio,0,2,2,NO
Bears,95,"Ferguson, Ego",Ego,Ferguson,DT,76,309,23,9/22/91,0,LSU,1028301,"Miami, FL",Florida,Black,Hargrave Military,"Chatham, VA",Virginia,0,NO,1,NO
Packers,30,"Kuhn, John",John,Kuhn,FB,72,250,32,9/9/82,9,Shippensburg,1030000,"York, PA",Pennsylvania,White,Dover Area,"Dover, PA",Pennsylvania,1,2,2,NO
Steelers,26,"Bell, Le'Veon",Le'Veon,Bell,RB,73,244,22,2/18/92,2,Michigan State,1030150,"Reynoldsburg, OH",Ohio,Black,Madison,"Groveport, OH",Ohio,0,NO,1,NO
Chargers,91,"Reyes, Kendall",Kendall,Reyes,DE,76,300,25,9/26/89,3,Connecticut,1031998,"Chelsea, MA",Massachusetts,Black,"North (Nashua, NH)","Nashua, NH",New Hampshire,0,NO,1,NO
Raiders,61,"Wisniewski, Stefen",Stefen,Wisniewski,C,75,307,25,3/22/89,4,Penn State,1033851,"Pittsburgh, PA",Pennsylvania,White,Central Catholic,"Pittsburgh, PA",Pennsylvania,0,NO,1,NO
Lions,26,"Carey, Don",Don,Carey,S,71,203,27,2/14/87,6,Norfolk State,1045000,"Grand Rapids, MI",Michigan,Black,"Washington (Norfolk, VA)","Norfolk, VA",Virginia,0,NO,3,NO
Panthers,81,"Avant, Jason",Jason,Avant,WR,72,210,31,4/20/83,9,Michigan,1050000,"Chicago, IL",Illinois,Black,"Carver (Chicago, IL)","Chicago, IL",Illinois,0,NO,2,NO
Broncos,66,"Ramirez, Manny",Manny,Ramirez,C,75,320,31,2/13/83,8,Texas Tech,1050000,"Houston, TX",Texas,Hispanic,Willowridge,"Houston, TX",Texas,0,NO,2,NO
Chargers,97,"Attaochu, Jerry",Jerry,Attaochu,LB,75,252,21,1/17/93,0,Georgia Tech,1050775,Ibadan Nigeria,Nigeria,Black,DC Carroll,"Washington, D.C.",District of Columbia,0,NO,1,NO
Patriots,27,"Wilson, Tavon",Tavon,Wilson,S,72,215,24,3/19/90,3,Illinois,1052096,"Washington, DC",DC,Black,H.D. Wilson,"Washington, D.C.",District of Columbia,0,NO,1,NO
Cowboys,89,"Escobar, Gavin",Gavin,Escobar,TE,78,249,23,2/3/91,2,San Diego State,1052623,"New York, NY",New York,Hispanic,Rancho Santa Margarita,"Rancho Santa Margarita, CA",California,0,NO,1,NO
Rams,88,"Kendricks, Lance",Lance,Kendricks,TE,75,250,26,1/30/88,4,Wisconsin,1056526,"Wilwaukee, WI",Wisconsin,Black,Rufus King International School,"Milwaukee, WI",Wisconsin,0,NO,1,NO
Eagles,46,"Dorenbos, Jon",Jon,Dorenbos,LS,72,250,34,7/21/80,12,UTEP,1062500,"Humble, TX",Texas,White,Pacifica,"Garden Grove, CA",California,1,NO,3,NO
Raiders,59,"Condo, Jon",Jon,Condo,LS,75,245,33,8/26/81,8,Maryland,1066667,"Philipsburg, PA",Pennsylvania,White,Philipsburg-Osceloa Area,"Philipsburg-Osceloa, PA",Pennsylvania,2,NO,3,NO
Packers,10,"Flynn, Matt",Matt,Flynn,QB,74,225,29,6/20/85,7,Louisiana State,1068125,"Tyler, TX",Texas,White,"Robert E. Lee (Tyler, TX)","Tyler, TX",Texas,0,1,4,NO
Bills,65,"Sanborn, Garrison",Garrison,Sanborn,LS,73,240,29,7/31/85,6,Florida State,1071667,"Tampa, FL",Florida,White,Jesuit,"Tampa, FL",Florida,0,NO,1,NO
Jets,88,"Amaro, Jace",Jace,Amaro,TE,77,265,22,6/26/92,0,Texas Tech,1073248,"Plano, TX",Texas,White,"Macarthur (San Antonio, TX)","San Antonio, TX",Texas,0,NO,1,NO
Seahawks,54,"Wagner, Bobby",Bobby,Wagner,LB,72,241,24,6/27/90,3,Utah State,1076950,"Los Angeles, CA",California,Black,Colony,"Ontario, CAN",Canada,0,1,1,NO
Bengals,30,"Peerman, Cedric",Cedric,Peerman,RB,70,214,27,10/10/86,5,Virginia,1082500,"Lynchburg, VA",Virginia,Black,Campbell,"Naruna, VA",Virginia,0,NO,4,NO
Broncos,74,"Franklin, Orlando",Orlando,Franklin,T,79,320,26,12/16/87,4,Miami (FL),1089000,"Kingston, Jamaica",Jamaica,Black,Atlantic Community,"Delray, FL",Florida,0,NO,1,NO
Cardinals,82,"Leach, Mike",Mike,Leach,LS,74,235,37,10/18/76,15,William & Mary,1091667,"Dover, NJ",New Jersey,White,Jefferson Twp.,"Oak Ridge, NJ",New Jersey,0,NO,4,NO
Ravens,97,"Jernigan, Timmy",Timmy,Jernigan,DT,74,300,22,9/24/92,0,Florida State,1095629,"Lake City, FL",Florida,Black,Columbia,"Lake City, FL",Florida,0,NO,1,NO
Cardinals,51,"Minter, Kevin",Kevin,Minter,LB,73,245,23,12/3/90,2,LSU,1097572,"Suwanee, GA",Georgia,Black,Peachtree Ridge,"Suwanee, GA",Georgia,0,NO,1,NO
Ravens,50,"McClellan, Albert",Albert,McClellan,LB,74,248,28,6/4/86,4,Marshall,1100000,"Lakeland, FL",Florida,Black,Kathleen,"Lakeland, FL",Florida,0,1,1,NO
Redskins,64,"Golston, Kedric",Kedric,Golston,DE,76,318,31,5/30/83,9,Georgia,1100000,"Tyrone, GA",Georgia,Black,Sandy Creek,"Tyrone, GA",Georgia,0,NO,1,NO
Patriots,23,"Chung, Patrick",Patrick,Chung,S,71,210,27,8/19/87,6,Oregon,1100000,"Kingston, Jamaica",Jamaica,Black,Rancho Cucamonga,"Rancho Cucamonga, CA",California,0,NO,2,NO
Vikings,35,"Sherels, Marcus",Marcus,Sherels,CB,70,175,27,9/30/87,4,Minnesota,1100000,"Rochester, MN",Minnesota,Black,John Marshall,"Rochester, MN",Minnesota,0,NO,1,NO
Cowboys,91,"Ladouceur, L.P.",L.P.,Ladouceur,LS,77,259,33,3/13/81,10,California,1100000,"Montreal, Quebec",Quebec,White,"Notre Dame (Montreal, QC)","Montreal, QC",Canada,0,NO,2,NO
Eagles,95,"Kendricks, Mychal",Mychal,Kendricks,LB,72,240,24,9/28/90,3,California,1111111,"Fresno, CA",California,Black,"Hoover (Fresno, CA)","Fresno, CA",California,0,NO,1,NO
Broncos,26,"Moore, Rahim",Rahim,Moore,S,73,195,24,2/11/90,4,UCLA,1112032,"Los Angeles, CA",California,Black,Dorsey,"Los Angeles, CA",California,0,NO,1,NO
Redskins,93,"Murphy, Trent",Trent,Murphy,LB,77,258,23,12/22/90,0,Stanford,1118200,"Scottsdale, AZ",Arizona,White,Brophy College Preparatory,"Phoenix, AZ",Arizona,0,NO,1,NO
Chiefs,75,"McGlynn, Mike",Mike,McGlynn,G,76,325,29,3/8/85,7,Pittsburgh,1125000,"Austintown, OH",Ohio,White,Fitch,"Austintown, OH",Ohio,0,NO,5,NO
Panthers,91,"Cole, Colin",Colin,Cole,DT,74,330,34,6/24/80,10,Iowa,1125000,"Toronto, Ontario",Ontario,Black,South Plantation,"Plantation, FL",Florida,0,NO,5,NO
Bears,17,"Jeffery, Alshon",Alshon,Jeffery,WR,75,216,24,2/14/90,3,South Carolina,1136958,"St. Matthews, SC",South Carolina,Black,Calhoun County,"St. Matthews, SC",South Carolina,1,NO,1,NO
Chiefs,39,"Abdullah, Husain",Husain,Abdullah,S,72,204,29,7/27/85,5,Washington State,1137500,"Los Angeles, CA",California,Black,Pomona,"Pomona, CA",California,0,NO,2,NO
Vikings,46,"Loeffler, Cullen",Cullen,Loeffler,LS,77,241,33,1/27/81,11,Texas,1140000,"Washington, DC",DC,White,Ingram Tom Moore,"Ingram, TX",Texas,0,NO,1,NO
Dolphins,92,"Denney, John",John,Denney,LS,77,252,35,12/13/78,10,Brigham Young,1150029,"Denver, CO",Colorado,White,Horizon,"Thornton, CO",Colorado,0,2,1,NO
Steelers,91,"Tuitt, Stephon",Stephon,Tuitt,DE,77,303,21,5/23/93,0,Notre Dame,1152362,"Miami, FL",Florida,Black,Monroe Area,"Monroe, GA",Georgia,0,NO,1,NO
Panthers,99,"Short, Kawann",Kawann,Short,DT,75,315,25,2/2/89,2,Purdue,1157584,"East Chicago, IN",Indiana,Black,"Central (East Chicago, IN)","East Chicago, IN",Indiana,0,NO,1,NO
Steelers,72,"Wallace, Cody",Cody,Wallace,C,76,300,29,11/26/84,5,Texas A&M,1160000,"Cuero, TX",Texas,White,Cuero,"Cuero, TX",Texas,0,NO,7,NO
Chiefs,71,"Allen, Jeff",Jeff,Allen,G,76,307,24,1/8/90,2,Illinois,1160956,"Chicago, IL",Illinois,Black,King,"Chicago, IL",Illinois,0,NO,1,NO
Bills,26,"Dixon, Boobie",Boobie,Dixon,RB,73,233,27,9/24/87,5,Mississippi State,1166667,"Jackson, MS",Mississippi,Black,Terry,"Raymond, MS",Mississippi,0,NO,2,NO
Raiders,26,"Young, Usama",Usama,Young,S,72,200,29,5/8/85,8,Kent State,1167500,"Washington, DC",DC,Black,"Largo (Largo, MD)","Largo, MD",Maryland,0,1,3,NO
Texans,58,"Reed, Brooks",Brooks,Reed,LB,75,254,27,2/28/87,4,Arizona,1175441,"Tucson, AZ",Arizona,White,Sabino,"Tucson, AZ",Arizona,0,NO,1,NO
Seahawks,10,"Richardson, Paul",Paul,Richardson,WR,72,183,22,4/13/92,0,Colorado,1178209,"Los Angeles, CA",California,Black,Junipero Serra,"Gardena, CA",California,0,NO,1,NO
Buccaneers,27,"Banks, Johnthan",Johnthan,Banks,CB,74,185,24,10/3/89,2,Mississippi State,1181580,"Maben, MS",Mississippi,Black,East Webster,"Maben, MS",Mississippi,0,NO,1,NO
Dolphins,93,"Trusnik, Jason",Jason,Trusnik,LB,76,252,30,6/6/84,8,Ohio Northern,1190000,"Cleveland, OH",Ohio,White,Nordonia,"Macedonia, OH",Ohio,0,NO,3,NO
Redskins,99,"Jenkins, Jarvis",Jarvis,Jenkins,DE,76,315,26,4/24/88,4,Clemson,1195670,"Clemson, SC",South Carolina,Black,D.W. Daniel,"Central, SC",South Carolina,0,NO,1,NO
49ers,71,"Martin, Jonathan",Jonathan,Martin,T,77,312,25,8/19/89,3,Stanford,1196067,"Pittsburgh, PA",Pennsylvania,Black,Harvard-Westlake,"Hollywood, CA",California,0,NO,2,NO
Raiders,71,"Watson, Menelik",Menelik,Watson,T,77,315,25,12/22/88,2,Florida State,1198713,"Manchester, UK",United Kingdom,Black,Burnage,"Manchester, GB",Great Britain,0,NO,1,NO
Cardinals,26,"Johnson, Rashad",Rashad,Johnson,S,71,204,28,1/2/86,6,Alabama,1200000,"Sulligent, AL",Alabama,Black,Sulligent,"Sulligent, AL",Alabama,0,NO,1,NO
Saints,41,"Lorig, Erik",Erik,Lorig,FB,76,250,27,11/17/86,5,Stanford,1200000,"Rolling Hills, CA",California,White,Palos Verdes Peninsula,"Rolling Hills, CA",California,0,NO,2,NO
Raiders,69,"Barnes, Khalif",Khalif,Barnes,T,78,321,32,4/21/82,10,Washington,1200000,"San Diego, CA",California,Black,Mount Miguel,"Spring Valley, CA",California,0,NO,2,NO
Patriots,47,"Hoomanawanui, Michael",Michael,Hoomanawanui,TE,76,260,26,7/4/88,5,Illinois,1200000,"Normal, IL",Illinois,Asian/Pacific Islander,"Central Catholic (Bloomington, IL)","Bloomington, IL",Illinois,0,NO,2,NO
Buccaneers,50,"Fletcher, Dane",Dane,Fletcher,LB,74,245,28,9/14/86,5,Montana State,1200000,"Bozeman, MT",Montana,White,Bozeman,"Bozeman, MT",Montana,0,NO,2,NO
Bengals,11,"Sanzenbacher, Dane",Dane,Sanzenbacher,WR,71,184,25,10/13/88,4,Ohio State,1200000,"Maumee, OH",Ohio,White,"Central Catholic (Toledo, OH)","Toledo, OH",Ohio,0,NO,2,NO
Cowboys,52,"Durant, Justin",Justin,Durant,LB,73,228,29,9/20/85,8,Hampton,1200000,"Florence, SC",South Carolina,Black,"Wilson (Florence, SC)","Florence, SC",South Carolina,0,NO,3,NO
Texans,74,"Clabo, Tyson",Tyson,Clabo,T,78,315,32,10/17/81,9,Wake Forest,1200000,"Knoxville, TN",Tennessee,White,Farragut,"Farragut, TN",Tennessee,1,NO,6,NO
Bills,71,"Kouandjio, Cyrus",Cyrus,Kouandjio,T,79,322,21,6/21/93,0,Alabama,1202205,Cameroon,Cameroon,Black,Dematha,"Hyattsville, MD",Maryland,0,NO,1,NO
Cowboys,54,"Carter, Bruce",Bruce,Carter,LB,74,246,26,2/19/88,4,North Carolina,1213650,"Havelock, NC",North Carolina,White,Havelock,"Havelock, NC",North Carolina,0,NO,1,NO
Bills,77,"Glenn, Cordy",Cordy,Glenn,T,78,345,25,9/18/89,3,Georgia,1216295,"Atlanta, GA",Georgia,Black,"Riverdale (Riverdale, CA)","Riverdale, GA",Georgia,0,NO,1,NO
Bills,10,"Woods, Robert",Robert,Woods,WR,72,190,22,4/10/92,2,USC,1216692,"Gardena, CA",California,Black,Junipero Serra,"Gardena, CA",California,0,NO,1,NO
Giants,70,"Richburg, Weston",Weston,Richburg,C,75,298,23,7/9/91,0,Colorado State,1219338,"Louisville, KY",Kentucky,White,Bushland,"Bushland, TX",Texas,0,NO,1,NO
Cowboys,3,"Weeden, Brandon",Brandon,Weeden,QB,75,220,30,10/14/83,3,Oklahoma State,1230000,"Oklahoma City, OK",Oklahoma,White,"Santa Fe (Edmond, OK)","Edmond, OK",Oklahoma,0,NO,2,NO
Titans,56,"Ayers, Akeem",Akeem,Ayers,LB,75,255,25,7/10/89,4,UCLA,1231629,"Los Angeles, CA",California,Black,Verbum Dei,"Los Angeles, CA",California,0,NO,1,NO
Panthers,66,"Silatolu, Amini",Amini,Silatolu,G,76,315,26,9/16/88,3,Midwestern State,1234276,"Redwood City, CA",California,Asian/Pacific Islander,Merrill F. West,"Tracy, CA",California,0,NO,1,NO
49ers,95,"Carradine, Tank",Tank,Carradine,DT,76,273,25,2/18/89,2,Florida State,1236920,"Cincinnati, OH",Ohio,Black,"Taft (Cincinnati, OH)","Cincinnati, OH",Ohio,0,NO,1,NO
Eagles,81,"Matthews, Jordan",Jordan,Matthews,WR,75,212,22,7/16/92,0,Vanderbilt,1237317,"Madison, AL",Alabama,Black,Academy,"Madison, AL",Alabama,0,NO,1,NO
Rams,21,"Jenkins, Janoris",Janoris,Jenkins,CB,70,198,25,10/29/88,3,North Alabama,1247535,"Pahokee, FL",Florida,Black,Pahokee,"Pahokee, FL",Florida,0,NO,1,NO
Seahawks,7,"Jackson, Tarvaris",Tarvaris,Jackson,QB,74,225,31,4/21/83,9,Alabama State,1250000,"Montgomery, AL",Alabama,Black,Lanier,"Montgomery, AL",Alabama,0,1,3,NO
Browns,82,"Barnidge, Gary",Gary,Barnidge,TE,78,250,29,9/22/85,7,Louisville,1250000,"Bowling Green, KY",Kentucky,White,Middleburg,"Middleburg, FL",Florida,0,NO,2,NO
Lions,34,"Owens, Montell",Montell,Owens,RB,70,225,30,5/4/84,9,Maine,1250000,"Plainfield, NJ",New Jersey,Black,Concord,"Wilmington, DE",Delaware,2,NO,2,NO
Giants,3,"Brown, Josh",Josh,Brown,K,72,202,35,4/29/79,12,Nebraska,1250000,"Tulsa, OK",Oklahoma,White,Foyil,"Foyil, OK",Oklahoma,0,NO,5,NO
Jets,7,"Smith, Geno",Geno,Smith,QB,75,221,23,10/10/90,2,West Virginia,1254901,"Miami, FL",Florida,Black,Miramar,"Miramar, FL",Florida,0,NO,1,NO
Rams,20,"Joyner, Lamarcus",Lamarcus,Joyner,S,68,184,23,11/27/90,0,Florida State,1257545,"Miami, FL",Florida,Black,St. Thomas Aquinas,"Fort Lauderdale, FL",Florida,0,NO,1,NO
Jaguars,90,"Branch, Andre",Andre,Branch,DE,77,265,25,7/14/89,3,Clemson,1272484,"Richmond, VA",Virginia,Black,Varina,"Richmond, VA",Virginia,0,NO,1,NO
Browns,97,"Sheard, Jabaal",Jabaal,Sheard,LB,75,264,25,5/10/89,4,Pittsburgh,1272563,"Fort Lauderdale, FL",Florida,Black,Hill,"Hollywood, FL",Florida,0,NO,1,NO
Lions,95,"Van Noy, Kyle",Kyle,Van Noy,LB,75,252,23,3/26/91,0,BYU,1275524,"Reno, NV",Nevada,Other,McQueen,"Reno, NV",Nevada,0,NO,1,NO
Panthers,97,"Addison, Mario",Mario,Addison,DE,75,260,27,9/6/87,4,Troy,1280000,"Birmingham, AL",Alabama,Black,Tarrant City,"Tarrant City, AL",Alabama,0,NO,4,NO
Panthers,3,"Anderson, Derek",Derek,Anderson,QB,78,230,31,6/15/83,10,Oregon State,1282000,"Portland, OR",Oregon,Black,Scappoose,"Scappoose, OR",Oregon,1,NO,4,NO
Browns,72,"Schwartz, Mitchell",Mitchell,Schwartz,T,77,320,25,6/8/89,3,California,1292710,"Pacific Palisades, CA",California,White,"Charter (Pacific Palisades, CA)","Pacific Palisades, CA",California,0,NO,1,NO
Chargers,50,"Te'o, Manti",Manti,Te'o,LB,73,241,23,1/26/91,2,Notre Dame,1293105,"Laie, HI",Hawaii,Asian/Pacific Islander,Punahou,"Honolulu, HI",Hawaii,0,NO,1,NO
Jaguars,11,"Lee, Marqise",Marqise,Lee,WR,72,192,22,11/25/91,0,USC,1293506,"Inglewood, CA",California,Black,Junipero Serra,"Gardena, CA",California,0,NO,1,NO
Titans,6,"Kern, Brett",Brett,Kern,P,74,214,28,2/17/86,7,Toledo,1298125,"Grand Island, NY",New York,White,Grand Island,"Grand Island, NY",New York,0,NO,2,NO
Ravens,24,"Stewart, Darian",Darian,Stewart,S,71,214,26,8/4/88,5,South Carolina,1300000,"Huntsville, AL",Alabama,Black,"Lee (Huntsville, AL)","Huntsville, AL",Alabama,0,NO,2,NO
Cardinals,62,"Larsen, Ted",Ted,Larsen,C,74,305,27,6/13/87,5,North Carolina State,1300000,"Miami, FL",Florida,White,"University (Palm Harbor, FL)","Palm Harbor, FL",Florida,0,NO,3,NO
Raiders,67,"Boothe, Kevin",Kevin,Boothe,G,77,325,31,7/5/83,9,Cornell,1312500,"New York, NY",New York,Black,Pine Crest School,"Fort Lauderdale, FL.",Florida,0,2,2,NO
Bengals,25,"Bernard, Giovani",Giovani,Bernard,RB,69,208,23,1/22/91,2,North Carolina,1313466,"Davie, FL",Florida,Black,St. Thomas Aquinas,"Fort Lauderdale, FL",Florida,0,NO,1,NO
Buccaneers,87,"Seferian-Jenkins, Austin",Austin,Seferian-Jenkins,TE,77,260,22,9/29/92,0,Washington,1313730,"Fox Island, WA",Washington,Black,Gig Harbor,"Gig Harbor, WA",Washington,0,NO,1,NO
Lions,23,"Slay, Darius",Darius,Slay,CB,73,192,23,1/1/91,2,Mississippi State,1322326,"Brunswick, GA",Georgia,Black,Brunswick,"Brunswick, GA",Georgia,0,NO,1,NO
Redskins,36,"Young, Darrel",Darrel,Young,FB,71,251,27,4/8/87,5,Villanova,1323333,"Amityville, NY",New York,Black,"Memorial (Amityville, NY)","Amityville, NY",New York,0,NO,1,NO
Ravens,91,"Upshaw, Courtney",Courtney,Upshaw,LB,74,272,24,12/13/89,3,Alabama,1324175,"Eufaula, AL",Alabama,Black,Eufaula,"Eufaula, AL",Alabama,0,1,1,NO
Broncos,64,"Montgomery, Will",Will,Montgomery,C,75,304,31,2/13/83,9,Virginia Tech,1325000,"Brunswick, ME",Maine,White,Centreville,"Clifton, VA",Virginia,0,NO,4,NO
Eagles,56,"Braman, Bryan",Bryan,Braman,LB,77,241,27,5/4/87,4,West Texas A&M,1325000,"Spokane, WA",Washington,White,Shadle Park,"Spokane, WA",Washington,0,NO,2,NO
Redskins,82,"Paulsen, Logan",Logan,Paulsen,TE,77,261,27,2/26/87,5,UCLA,1333333,"Northridge, CA",California,White,Chaminade,"West Hills, CA",California,0,NO,1,NO
Falcons,77,"Hageman, Ra'Shede",Ra'Shede,Hageman,DE,78,318,24,8/8/90,0,Minnesota,1333961,"Lansing, MI",Michigan,Black,Washburn,"Minneapolis, MN",Minnesota,0,NO,1,NO
Colts,80,"Fleener, Coby",Coby,Fleener,TE,78,251,26,9/20/88,3,Stanford,1335412,"Lemont, IL",Illinois,White,"Catholic (Joliet, IL)","Joliet, IL",Illinois,0,NO,1,NO
Raiders,4,"Carr, Derek",Derek,Carr,QB,75,214,23,3/28/91,0,Fresno St.,1342950,"Bakersfield, CA",California,White,Bakersfield Christian,"Bakersfield, CA",California,0,NO,1,NO
Eagles,86,"Ertz, Zach",Zach,Ertz,TE,77,250,23,11/10/90,2,Stanford,1344800,"Orange, CA",California,White,Monte Vista,"Danville, CA",California,0,NO,1,NO
Rams,83,"Quick, Brian",Brian,Quick,WR,75,218,25,6/5/89,3,Appalachian State,1346650,"Columbia, SC",South Carolina,Black,Ridge View,"Columbia, SC",South Carolina,0,NO,1,NO
Broncos,12,"Caldwell, Andre",Andre,Caldwell,WR,72,200,29,4/15/85,7,Florida,1350000,"Tampa, FL",Florida,Black,Thomas Jefferson,"Tampla, FL",Florida,0,NO,2,NO
Eagles,16,"Smith, Brad",Brad,Smith,WR,74,213,30,12/12/83,9,Missouri,1350000,"Youngstown, OH",Ohio,Black,Chaney,"Youngstown, OH",Ohio,0,NO,3,NO
Eagles,42,"Maragos, Chris",Chris,Maragos,S,70,200,27,1/6/87,5,Wisconsin,1350000,"Racine, WI",Wisconsin,White,Horlick,"Racine, WI",Wisconsin,0,1,3,NO
Cowboys,78,"Parnell, Jermey",Jermey,Parnell,T,78,307,28,6/20/86,5,Mississippi,1354363,"Blytheville, AR",Arkansas,Black,Gosnell,"Gosnell, AR",Arkansas,0,1,3,NO
Titans,15,"Hunter, Justin",Justin,Hunter,WR,76,203,23,5/20/91,2,Tennessee,1356037,"Virginia Beach, VA",Virginia,Black,Ocean Lakes,"Virginia Beach, VA",Virginia,0,NO,1,NO
Seahawks,23,"Johnson, Jeron",Jeron,Johnson,S,70,212,26,6/12/88,4,Boise State,1359000,"Compton, CA",California,Black,Dominguez,"Compton, CA",California,0,1,1,NO
Browns,75,"Bitonio, Joel",Joel,Bitonio,T,76,305,22,10/11/91,0,Nevada,1365425,"San Pedro, CA",California,White,"Wilson (Long Beach, CA)","Long Beach, CA",California,0,NO,1,NO
Packers,8,"Masthay, Tim",Tim,Masthay,P,73,200,27,3/16/87,5,Kentucky,1366250,"Pittsburgh, PA",Pennsylvania,White,Murray,"Murray, KY",Kentucky,0,1,2,NO
